,estimate,true_parameter,ci_low,ci_high,ci_width,empirical_coverage,desired_coverage,noise,technique,model,iteration,test_error,rectifier,relative_bias
0,-2.5520643178799176,16,0.0,180.41136213151577,365.92685289879137,1,0.95,0.3,ppi,xgboost,0,134.2056187241805,20.419327097614204,-1.1595040198674949
1,17.859273005772994,16,17.104654007597233,18.613892003948756,1.5092379963515228,0,0.95,0.3,naive,xgboost,0,134.2056187241805,20.419327097614204,0.11620456286081216
2,7.872055554161875,16,0.0,214.31027595769618,412.8764408070686,1,0.95,0.3,classical,xgboost,0,134.2056187241805,20.419327097614204,-0.5079965278648828
3,7.872055554161875,16,0.0,167.9310502082406,320.11798930815746,1,0.95,0.3,ppi_pp,xgboost,0,134.2056187241805,20.419327097614204,-0.5079965278648828
4,7.452566686165046,16,0.0,273813.4806081696,547612.0560829669,1,0.95,0.3,ratio,xgboost,0,134.2056187241805,20.419327097614204,-0.5342145821146846
5,-9.944293022796014,16,0.0,109.7775812961433,239.44374863787863,1,0.95,0.3,ppi,xgboost,1,136.70752387287874,27.682403263135498,-1.6215183139247509
6,17.719670658228765,16,16.9363608957533,18.50298042070423,1.56661952495093,0,0.95,0.3,naive,xgboost,1,136.70752387287874,27.682403263135498,0.10747941613929779
7,-5.3298069801765156,16,0.0,106.7376134708183,224.13484090198963,1,0.95,0.3,classical,xgboost,1,136.70752387287874,27.682403263135498,-1.333112936261032
8,-5.3298069801765156,16,0.0,81.56010427656224,173.7798225134775,1,0.95,0.3,ppi_pp,xgboost,1,136.70752387287874,27.682403263135498,-1.333112936261032
9,-4.502258011657133,16,0.0,80685.77585135646,161380.55621873625,1,0.95,0.3,ratio,xgboost,1,136.70752387287874,27.682403263135498,-1.2813911257285708
10,85.90022905282878,16,0.0,197.92986170290868,224.0592653001598,1,0.95,0.3,ppi,xgboost,2,132.28494160483294,-69.62561644180505,4.368764315801799
11,16.325901850754896,16,15.54191732291944,17.10988637859035,1.5679690556709094,1,0.95,0.3,naive,xgboost,2,132.28494160483294,-69.62561644180505,0.02036886567218099
12,80.43745151473969,16,0.0,229.54161984744968,298.20833666542,1,0.95,0.3,classical,xgboost,2,132.28494160483294,-69.62561644180505,4.027340719671231
13,84.88265601790857,16,0.0,197.30493376877052,224.8445555017239,1,0.95,0.3,ppi_pp,xgboost,2,132.28494160483294,-69.62561644180505,4.305166001119286
14,78.63954355145988,16,0.0,142916.56572698368,285675.85236686445,1,0.95,0.3,ratio,xgboost,2,132.28494160483294,-69.62561644180505,3.9149714719662425
15,30.633660007371297,16,0.0,102.01182471749479,142.75632942024697,1,0.95,0.3,ppi,xgboost,3,139.00526982084776,-12.800404629747861,0.9146037504607061
16,17.84383134137649,16,17.044695034637435,18.642967648115544,1.598272613478109,0,0.95,0.3,naive,xgboost,3,139.00526982084776,-12.800404629747861,0.1152394588360306
17,31.063786032687418,16,0.0,125.30855607125586,188.4895400771369,1,0.95,0.3,classical,xgboost,3,139.00526982084776,-12.800404629747861,0.9414866270429636
18,30.886159716175325,16,0.0,102.56886985954662,143.3654202867426,1,0.95,0.3,ppi_pp,xgboost,3,139.00526982084776,-12.800404629747861,0.9303849822609578
19,36.39460251474863,16,0.0,57102.74271622838,114132.69622742727,1,0.95,0.3,ratio,xgboost,3,139.00526982084776,-12.800404629747861,1.2746626571717892
20,51.57818479330932,16,33.32638783375363,69.82998175286501,36.50359391911138,0,0.95,0.3,ppi,xgboost,4,134.3819494054262,-37.711159936657,2.2236365495818324
21,13.891977072817392,16,13.150445839187844,14.63350830644694,1.4830624672590957,0,0.95,0.3,naive,xgboost,4,134.3819494054262,-37.711159936657,-0.131751432948913
22,45.082247279157684,16,21.107654082492026,69.05684047582335,47.949186393331324,0,0.95,0.3,classical,xgboost,4,134.3819494054262,-37.711159936657,1.8176404549473553
23,45.57457609583027,16,27.185671361324125,63.96348083033641,36.77780946901228,0,0.95,0.3,ppi_pp,xgboost,4,134.3819494054262,-37.711159936657,1.8484110059893917
24,53.91420996724631,16,0.0,3746.7716043754526,7385.714788816413,1,0.95,0.3,ratio,xgboost,4,134.3819494054262,-37.711159936657,2.369638122952894
25,70.62122573646187,16,0.0,198.14913038681163,255.05580930069954,1,0.95,0.3,ppi,xgboost,5,133.18386566774822,-55.4052174527022,3.4138266085288667
26,15.24485456270576,16,14.565712823679862,15.923996301731657,1.3582834780517956,0,0.95,0.3,naive,xgboost,5,133.18386566774822,-55.4052174527022,-0.047196589830890034
27,51.30270324533909,16,0.0,221.36539674159263,340.12538699250706,1,0.95,0.3,classical,xgboost,5,133.18386566774822,-55.4052174527022,2.206418952833693
28,70.62122573646187,16,0.0,198.14913038681163,255.05580930069954,1,0.95,0.3,ppi_pp,xgboost,5,133.18386566774822,-55.4052174527022,3.4138266085288667
29,71.98630097336745,16,0.0,185887.61239585606,371631.2521897654,1,0.95,0.3,ratio,xgboost,5,133.18386566774822,-55.4052174527022,3.4991438108354656
30,52.079896187982015,16,0.0,136.21561985169933,168.2714473274346,1,0.95,0.3,ppi,xgboost,6,140.39958815157397,-33.56093833867912,2.254993511748876
31,18.5444806591919,16,17.779855055944758,19.309106262439045,1.529251206494287,0,0.95,0.3,naive,xgboost,6,140.39958815157397,-33.56093833867912,0.15903004119949382
32,50.447993020457076,16,0.0,163.6836037713349,226.47122150175562,1,0.95,0.3,classical,xgboost,6,140.39958815157397,-33.56093833867912,2.1529995637785673
33,51.9090803237372,16,0.0,136.0626230476388,168.30708544780316,1,0.95,0.3,ppi_pp,xgboost,6,140.39958815157397,-33.56093833867912,2.244317520233575
