,estimate,true_parameter,ci_low,ci_high,ci_width,empirical_coverage,desired_coverage,noise,technique,model,iteration,test_error,rectifier,relative_bias
0,93.7729496099282,96.68913192222546,90.90573568246931,96.6401635373871,5.734427854917783,0,0.95,10,ppi,linear_regression,0,36.07608701995287,0.977506023345063,-0.030160393979366398
1,95.48150222077669,96.68913192222546,93.51954441840033,97.44346002315305,3.9239156047527217,1,0.95,10,naive,linear_regression,0,36.07608701995287,0.977506023345063,-0.012489818425716722
2,96.2125488082801,96.68913192222546,93.3090435813306,99.11605403522961,5.807010453899011,1,0.95,10,classical,linear_regression,0,36.07608701995287,0.977506023345063,-0.0049290246429009735
3,94.97503966028744,96.68913192222546,92.78434541144583,97.16573390912905,4.3813884976832185,1,0.95,10,ppi_pp,linear_regression,0,36.07608701995287,0.977506023345063,-0.01772786897411384
4,94.9926154297109,96.68913192222546,94.9926154297109,94.9926154297109,0.0,0,0.95,10,ratio,linear_regression,0,36.07608701995287,0.977506023345063,-0.017546092914343267
5,97.13301474585087,96.68913192222546,94.20610032230258,100.05992916939917,5.853828847096594,1,0.95,10,ppi,linear_regression,1,37.94578343084801,1.311156527683482,0.004590824374992471
6,97.33200386702138,96.68913192222546,95.3527867191718,99.31122101487097,3.9584342956991634,1,0.95,10,naive,linear_regression,1,37.94578343084801,1.311156527683482,0.006648854240547322
7,96.2198364605084,96.68913192222546,93.34815393921401,99.09151898180279,5.743365042588778,1,0.95,10,classical,linear_regression,1,37.94578343084801,1.311156527683482,-0.0048536526534806775
8,96.66632345791092,96.68913192222546,94.4884882264743,98.84415868934754,4.355670462873235,1,0.95,10,ppi_pp,linear_regression,1,37.94578343084801,1.311156527683482,-0.00023589480907619634
9,96.66956318512588,96.68913192222546,96.66956318512588,96.66956318512588,0.0,0,0.95,10,ratio,linear_regression,1,37.94578343084801,1.311156527683482,-0.00020238817652553005
10,97.44379346071847,96.68913192222546,94.51062402913703,100.3769628922999,5.866338863162866,1,0.95,10,ppi,linear_regression,2,34.731705745619244,0.09470669923408964,0.007805029619048015
11,97.02550011971712,96.68913192222546,95.02438164499623,99.02661859443802,4.002236949441794,1,0.95,10,naive,linear_regression,2,34.731705745619244,0.09470669923408964,0.0034788625236829396
12,96.51250007948168,96.68913192222546,93.54615423285347,99.4788459261099,5.93269169325643,1,0.95,10,classical,linear_regression,2,34.731705745619244,0.09470669923408964,-0.0018268014122399248
13,96.98430045749481,96.68913192222546,94.73249183480009,99.23610908018954,4.503617245389449,1,0.95,10,ppi_pp,linear_regression,2,34.731705745619244,0.09470669923408964,0.0030527581476973167
14,96.97439084495876,96.68913192222546,96.97439084495876,96.97439084495876,0.0,0,0.95,10,ratio,linear_regression,2,34.731705745619244,0.09470669923408964,0.002950268733023287
15,95.54895075239409,96.68913192222546,92.67111875643837,98.42678274834981,5.755663991911433,1,0.95,10,ppi,linear_regression,3,36.13709699980127,0.562615029862217,-0.011792237112527817
16,96.16606403519177,96.68913192222546,94.22424408913716,98.10788398124637,3.8836398921092155,1,0.95,10,naive,linear_regression,3,36.13709699980127,0.562615029862217,-0.005409789876430313
17,96.22056228812718,96.68913192222546,93.41990255699905,99.02122201925532,5.601319462256271,1,0.95,10,classical,linear_regression,3,36.13709699980127,0.562615029862217,-0.0048461458364853225
18,95.89499787340625,96.68913192222546,93.7884760872522,98.0015196595603,4.213043572308095,1,0.95,10,ppi_pp,linear_regression,3,36.13709699980127,0.562615029862217,-0.008213271057785337
19,95.88930495729308,96.68913192222546,95.88930495729308,95.88930495729308,0.0,0,0.95,10,ratio,linear_regression,3,36.13709699980127,0.562615029862217,-0.008272149610110694
20,95.96991302409927,96.68913192222546,93.11858247897456,98.82124356922398,5.702661090249421,1,0.95,10,ppi,linear_regression,4,35.404952875108926,-0.6228986020448424,-0.0074384668041565394
21,96.53004412284024,96.68913192222546,94.55249549649552,98.50759274918495,3.955097252689427,1,0.95,10,naive,linear_regression,4,35.404952875108926,-0.6228986020448424,-0.0016453534768849254
22,97.71307382362606,96.68913192222546,94.73477551463425,100.69137213261787,5.956596617983621,1,0.95,10,classical,linear_regression,4,35.404952875108926,-0.6228986020448424,0.010590041311201762
23,96.79530961347567,96.68913192222546,94.55535557347751,99.03526365347382,4.4799080799963065,1,0.95,10,ppi_pp,linear_regression,4,35.404952875108926,-0.6228986020448424,0.0010981347038632701
24,96.8225624299768,96.68913192222546,96.8225624299768,96.8225624299768,0.0,0,0.95,10,ratio,linear_regression,4,35.404952875108926,-0.6228986020448424,0.001379994887726063
25,95.85580878727711,96.68913192222546,93.03223542309864,98.67938215145558,5.647146728356944,1,0.95,10,ppi,linear_regression,5,34.22584324844461,0.5013237872821108,-0.008618581203300597
26,94.92280687140945,96.68913192222546,93.02973163599788,96.81588210682102,3.786150470823145,1,0.95,10,naive,linear_regression,5,34.22584324844461,0.5013237872821108,-0.01826808262418572
27,93.48848116825968,96.68913192222546,90.77725318552613,96.19970915099323,5.422455965467094,0,0.95,10,classical,linear_regression,5,34.22584324844461,0.5013237872821108,-0.033102487222041725
28,94.61714631086932,96.68913192222546,92.54710558862917,96.68718703310947,4.140081444480302,0,0.95,10,ppi_pp,linear_regression,5,34.22584324844461,0.5013237872821108,-0.021429353746011483
29,94.67379759656862,96.68913192222546,94.67379759656862,94.67379759656862,0.0,0,0.95,10,ratio,linear_regression,5,34.22584324844461,0.5013237872821108,-0.0208434421283038
