,estimate,true_parameter,ci_low,ci_high,ci_width,empirical_coverage,desired_coverage,noise,technique,model,iteration,test_error,rectifier,relative_bias,prediction_variance,true_value,wasserstein,tv,mean,std
0,3.4213143238302743,3.1148787907939877,1.651267793191761,5.191360854468788,3.5400930612770267,1,0.95,,ppi,linear_regression,0,3.1596449498562738,104.19540422694081,0.09837799594063042,15.65830913426028,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
1,3.0962275328520197,3.1148787907939877,3.015363693879152,3.177091371824887,0.16172767794573506,1,0.95,,naive,linear_regression,0,3.1596449498562738,104.19540422694081,-0.005987795736094676,15.65830913426028,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
2,3.2356843948903613,3.1148787907939877,1.1522249895383752,5.3191438002423475,4.166918810703972,1,0.95,,classical,linear_regression,0,3.1596449498562738,104.19540422694081,0.038783404495036575,15.65830913426028,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
3,3.4213143238302743,3.1148787907939877,1.651267793191761,5.191360854468788,3.5400930612770267,1,0.95,,ppi_pp,linear_regression,0,3.1596449498562738,104.19540422694081,0.09837799594063042,15.65830913426028,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
4,-0.7560006739568279,3.1148787907939877,0.0,2.9439276317311482,7.399856611375952,0,0.95,,ratio,linear_regression,0,3.1596449498562738,104.19540422694081,-1.2427062896287282,15.65830913426028,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
5,3.069335594437547,3.1148787907939877,2.187513319484355,3.9511578693907388,1.7636445499063838,1,0.95,,ppi,linear_regression,1,4.004603181838436,25.69884909076856,-0.014621177713573805,16.53580436892552,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
6,2.7348739632638033,3.1148787907939877,2.6547386067643135,2.815009319763293,0.16027071299897955,0,0.95,,naive,linear_regression,1,4.004603181838436,25.69884909076856,-0.1219966660190076,16.53580436892552,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
7,3.4989243469267297,3.1148787907939877,2.2926507828687113,4.705197910984748,2.412547128116037,1,0.95,,classical,linear_regression,1,4.004603181838436,25.69884909076856,0.12329390063837707,16.53580436892552,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
8,3.069335594437547,3.1148787907939877,2.187513319484355,3.9511578693907388,1.7636445499063838,1,0.95,,ppi_pp,linear_regression,1,4.004603181838436,25.69884909076856,-0.014621177713573805,16.53580436892552,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
9,-0.383839195976888,3.1148787907939877,0.0,0.20540726109303298,1.178492914139842,0,0.95,,ratio,linear_regression,1,4.004603181838436,25.69884909076856,-1.1232276508194552,16.53580436892552,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
10,3.4784773819564783,3.1148787907939877,1.7514165847977952,5.205538179115162,3.4541215943173667,1,0.95,,ppi,linear_regression,2,2.9053136973176907,99.0276958287249,0.11672961151397121,28.060954035433113,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
11,3.2611652562992055,3.1148787907939877,3.155532353299007,3.366798159299404,0.21126580600039713,0,0.95,,naive,linear_regression,2,2.9053136973176907,99.0276958287249,0.04696377462184626,28.060954035433113,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
12,3.4774044275697524,3.1148787907939877,1.4337503821757513,5.5210584729637535,4.087308090788002,1,0.95,,classical,linear_regression,2,2.9053136973176907,99.0276958287249,0.11638515047430029,28.060954035433113,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
13,3.4784773819564783,3.1148787907939877,1.7514165847977952,5.205538179115162,3.4541215943173667,1,0.95,,ppi_pp,linear_regression,2,2.9053136973176907,99.0276958287249,0.11672961151397121,28.060954035433113,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
14,3.444119572530916,3.1148787907939877,0.0,32.52356286046811,58.15888657587439,1,0.95,,ratio,linear_regression,2,2.9053136973176907,99.0276958287249,0.10569938795371375,28.060954035433113,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
15,2.767665737317826,3.1148787907939877,2.068831499582884,3.466499975052768,1.3976684754698843,1,0.95,,ppi,linear_regression,3,2.782423391324859,16.076324108431468,-0.11146920210903505,15.349236832739232,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
16,3.023321029859758,3.1148787907939877,2.946559620204354,3.100082439515162,0.15352281931080825,0,0.95,,naive,linear_regression,3,2.782423391324859,16.076324108431468,-0.02939368337696746,15.349236832739232,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
17,2.5275805496362853,3.1148787907939877,1.5689570193456142,3.4862040799269565,1.9172470605813423,1,0.95,,classical,linear_regression,3,2.782423391324859,16.076324108431468,-0.18854609781075915,15.349236832739232,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
18,2.7384882808314948,3.1148787907939877,2.035859177084244,3.4411173845787455,1.4052582074945015,1,0.95,,ppi_pp,linear_regression,3,2.782423391324859,16.076324108431468,-0.12083632630422526,15.349236832739232,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
19,-0.31559989970982205,3.1148787907939877,0.0,0.7182713845453638,2.0677425685103716,0,0.95,,ratio,linear_regression,3,2.782423391324859,16.076324108431468,-1.1013201221962716,15.349236832739232,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
20,5.536233743578555,3.1148787907939877,1.0016084269343217,10.070859060222789,9.069250633288467,1,0.95,,ppi,linear_regression,4,3.992428905381843,684.8708763405501,0.7773512600043613,23.155197167742205,3.1148787907939877,0.021041607600315253,0.008440755675294176,0,3
