,estimate,true_parameter,ci_low,ci_high,ci_width,empirical_coverage,desired_coverage,noise,technique,model,iteration,test_error,rectifier,relative_bias,prediction_variance,true_value
25,1.1020274873962845,1.1631356126821482,0.9871944887938442,1.2168604859987249,0.22966599720488068,1,0.95,0.3,ppi,xgboost,5,2.567883608008338,10.507775905829643,-0.052537403738288545,4.7781034,1.1631356126821482
26,1.1024401154799293,1.1631356126821482,1.0598263133420203,1.1450539176178383,0.08522760427581799,0,0.95,0.3,naive,xgboost,5,2.567883608008338,10.507775905829643,-0.05218264881620923,4.7781034,1.1631356126821482
27,0.9362121135928596,1.1631356126821482,0.5240214997525169,1.3484027274332022,0.8243812276806853,1,0.95,0.3,classical,xgboost,5,2.567883608008338,10.507775905829643,-0.19509633839343227,4.7781034,1.1631356126821482
28,1.1020274873962845,1.1631356126821482,0.9871944887938442,1.2168604859987249,0.22966599720488068,1,0.95,0.3,ppi_pp,xgboost,5,2.567883608008338,10.507775905829643,-0.052537403738288545,4.7781034,1.1631356126821482
29,0.007518921967562925,1.1631356126821482,0.0,0.01824481642304525,0.021451788910964643,0,0.95,0.3,ratio,xgboost,5,2.567883608008338,10.507775905829643,-0.9935356446096388,4.7781034,1.1631356126821482
30,1.1809214270304964,1.1631356126821482,1.0794384708027418,1.282404383258251,0.2029659124555092,1,0.95,0.3,ppi,xgboost,6,2.612167345164064,9.716245985179306,0.01529126453908054,4.8798666,1.1631356126821482
31,1.140060820428639,1.1631356126821482,1.0970269721437884,1.1830946687134898,0.08606769656970137,1,0.95,0.3,naive,xgboost,6,2.612167345164064,9.716245985179306,-0.01983843672389966,4.8798666,1.1631356126821482
32,1.0022981626205514,1.1631356126821482,0.6067675973765487,1.397828727864554,0.7910611304880053,1,0.95,0.3,classical,xgboost,6,2.612167345164064,9.716245985179306,-0.1382791897246715,4.8798666,1.1631356126821482
33,1.1728798716972024,1.1631356126821482,1.0698250585464224,1.2759346848479824,0.20610962630156004,1,0.95,0.3,ppi_pp,xgboost,6,2.612167345164064,9.716245985179306,0.008377577737977057,4.8798666,1.1631356126821482
34,-0.13890994479552912,1.1631356126821482,0.0,0.48765163218229735,1.2531231539556529,0,0.95,0.3,ratio,xgboost,6,2.612167345164064,9.716245985179306,-1.1194271272248366,4.8798666,1.1631356126821482
35,1.0954909414465583,1.1631356126821482,0.986219734884178,1.2047621480089388,0.21854241312476075,1,0.95,0.3,ppi,xgboost,7,2.6181748047164906,9.221520729652493,-0.05815716628227355,4.847759,1.1631356126821482
36,1.1545961284942723,1.1631356126821482,1.1117132634446805,1.1974789935438641,0.08576573009918365,1,0.95,0.3,naive,xgboost,7,2.6181748047164906,9.221520729652493,-0.007341778632488201,4.847759,1.1631356126821482
37,1.4176675059196584,1.1631356126821482,1.0319468466245205,1.8033881652147963,0.7714413185902758,1,0.95,0.3,classical,xgboost,7,2.6181748047164906,9.221520729652493,0.21883251657179426,4.847759,1.1631356126821482
38,1.1258949959172908,1.1631356126821482,1.0116791965951248,1.2401107952394568,0.22843159864433193,1,0.95,0.3,ppi_pp,xgboost,7,2.6181748047164906,9.221520729652493,-0.03201743318561268,4.847759,1.1631356126821482
39,0.016575830346315695,1.1631356126821482,0.0,0.04186661501122492,0.05058156932981846,0,0.95,0.3,ratio,xgboost,7,2.6181748047164906,9.221520729652493,-0.9857490131283209,4.847759,1.1631356126821482
40,1.1468471894682808,1.1631356126821482,1.0338817910067517,1.2598125879298099,0.22593079692305817,1,0.95,0.3,ppi,xgboost,8,2.575200871838238,9.13561646757589,-0.014003890033344311,4.8297486,1.1631356126821482
41,1.1587697832608006,1.1631356126821482,1.1159747634848787,1.2015648030367225,0.08559003955184386,1,0.95,0.3,naive,xgboost,8,2.575200871838238,9.13561646757589,-0.003753499913290517,4.8297486,1.1631356126821482
42,1.227285165555864,1.1631356126821482,0.8454905282571895,1.6090798028545388,0.7635892745973493,1,0.95,0.3,classical,xgboost,8,2.575200871838238,9.13561646757589,0.05515225582835471,4.8297486,1.1631356126821482
43,1.1550876575611826,1.1631356126821482,1.038233608002659,1.271941707119706,0.23370809911704704,1,0.95,0.3,ppi_pp,xgboost,8,2.575200871838238,9.13561646757589,-0.006919188986404841,4.8297486,1.1631356126821482
44,-0.3245435681811572,1.1631356126821482,0.0,2.202247957236047,5.053583050834408,1,0.95,0.3,ratio,xgboost,8,2.575200871838238,9.13561646757589,-1.2790247024014436,4.8297486,1.1631356126821482
45,1.17995562711073,1.1631356126821482,1.0591185254547122,1.300792728766748,0.24167420331203582,1,0.95,0.3,ppi,xgboost,9,2.5668188292504945,9.5929478780669,0.014460922909750484,4.81176,1.1631356126821482
46,1.1220102199181918,1.1631356126821482,1.0792787013118714,1.1647417385245122,0.08546303721264081,1,0.95,0.3,naive,xgboost,9,2.5668188292504945,9.5929478780669,-0.03535734983569343,4.81176,1.1631356126821482
47,0.9037606722882618,1.1631356126821482,0.5128325385197523,1.2946888060567714,0.7818562675370191,1,0.95,0.3,classical,xgboost,9,2.5668188292504945,9.5929478780669,-0.22299630203547563,4.81176,1.1631356126821482
48,1.163599578358585,1.1631356126821482,1.0423926701734105,1.2848064865437596,0.2424138163703491,1,0.95,0.3,ppi_pp,xgboost,9,2.5668188292504945,9.5929478780669,0.0003988921595883641,4.81176,1.1631356126821482
49,0.015259715411263048,1.1631356126821482,0.0,0.04670881118797801,0.06289819155342993,0,0.95,0.3,ratio,xgboost,9,2.5668188292504945,9.5929478780669,-0.9868805363322385,4.81176,1.1631356126821482
50,1.1771272320117676,1.1631356126821482,1.052337352413424,1.3019171116101111,0.24957975919668707,1,0.95,0.3,ppi,xgboost,10,2.5889593936700006,10.135291377213793,0.012029224431840145,4.780549,1.1631356126821482
51,1.1488159104932398,1.1631356126821482,1.1062036970456184,1.1914281239408613,0.0852244268952429,1,0.95,0.3,naive,xgboost,10,2.5889593936700006,10.135291377213793,-0.012311292021991842,4.780549,1.1631356126821482
52,1.1732250802633226,1.1631356126821482,0.7682763231115219,1.5781738374151233,0.8098975143036014,1,0.95,0.3,classical,xgboost,10,2.5889593936700006,10.135291377213793,0.008674369068546114,4.780549,1.1631356126821482
53,1.1771241118708369,1.1631356126821482,1.0523414082510567,1.301906815490617,0.24956540723956033,1,0.95,0.3,ppi_pp,xgboost,10,2.5889593936700006,10.135291377213793,0.012026541906348952,4.780549,1.1631356126821482
54,0.0324672356137846,1.1631356126821482,0.0,0.09591154706496782,0.12688862290236644,0,0.95,0.3,ratio,xgboost,10,2.5889593936700006,10.135291377213793,-0.9720864572799759,4.780549,1.1631356126821482
55,1.1806920046092841,1.1631356126821482,1.0611882793971998,1.3001957298213684,0.2390074504241686,1,0.95,0.3,ppi,xgboost,11,2.5927484972608292,9.006311888639846,0.015094019764945196,4.7525477,1.1631356126821482
56,1.1379090837666783,1.1631356126821482,1.0954453133007898,1.1803728542325669,0.08492754093177712,1,0.95,0.3,naive,xgboost,11,2.5927484972608292,9.006311888639846,-0.021688381509786622,4.7525477,1.1631356126821482
57,1.508107993935085,1.1631356126821482,1.1260848949516102,1.8901310929185597,0.7640461979669495,1,0.95,0.3,classical,xgboost,11,2.5927484972608292,9.006311888639846,0.296588271815909,4.7525477,1.1631356126821482
58,1.2156477034619555,1.1631356126821482,1.0910713096131908,1.3402240973107202,0.24915278769752947,1,0.95,0.3,ppi_pp,xgboost,11,2.5927484972608292,9.006311888639846,0.045147006253824847,4.7525477,1.1631356126821482
59,0.2667998407154998,1.1631356126821482,0.0,1.0622761931840752,1.5909527049371506,0,0.95,0.3,ratio,xgboost,11,2.5927484972608292,9.006311888639846,-0.7706201772119511,4.7525477,1.1631356126821482
60,1.0717757891473836,1.1631356126821482,0.953369307489202,1.1901822708055652,0.23681296331636315,1,0.95,0.3,ppi,xgboost,12,2.5604676184696946,9.266220412830668,-0.07854614933859017,4.8185472,1.1631356126821482
61,1.0667196779554267,1.1631356126821482,1.0239800697910217,1.1094592861198316,0.08547921632880984,0,0.95,0.3,naive,xgboost,12,2.5604676184696946,9.266220412830668,-0.08289311553653651,4.8185472,1.1631356126821482
62,1.2231397127667742,1.1631356126821482,0.8467798207370296,1.5994996047965189,0.7527197840594892,1,0.95,0.3,classical,xgboost,12,2.5604676184696946,9.266220412830668,0.05158822361758732,4.8185472,1.1631356126821482
63,1.0856973303419508,1.1631356126821482,0.9693072320857135,1.2020874285981882,0.23278019651247472,1,0.95,0.3,ppi_pp,xgboost,12,2.5604676184696946,9.266220412830668,-0.06657717423132414,4.8185472,1.1631356126821482
64,0.4566078513516823,1.1631356126821482,0.0,13.336448031143057,25.75968035958275,1,0.95,0.3,ratio,xgboost,12,2.5604676184696946,9.266220412830668,-0.6074336935666845,4.8185472,1.1631356126821482
65,1.1686094588328706,1.1631356126821482,1.0108463269270835,1.3263725907386577,0.3155262638115741,1,0.95,0.3,ppi,xgboost,13,2.5874534166047405,10.810492041316284,0.004706111730256414,4.7756944,1.1631356126821482
66,1.1527671656264593,1.1631356126821482,1.1101492359482517,1.195385095304667,0.08523585935641531,1,0.95,0.3,naive,xgboost,13,2.5874534166047405,10.810492041316284,-0.008914220270308451,4.7756944,1.1631356126821482
67,1.264448325005881,1.1631356126821482,0.8420258456055608,1.686870804406201,0.8448449588006403,1,0.95,0.3,classical,xgboost,13,2.5874534166047405,10.810492041316284,0.0871030954766395,4.7756944,1.1631356126821482
68,1.1686094588328706,1.1631356126821482,1.0108463269270835,1.3263725907386577,0.3155262638115741,1,0.95,0.3,ppi_pp,xgboost,13,2.5874534166047405,10.810492041316284,0.004706111730256414,4.7756944,1.1631356126821482
69,0.08693004856257369,1.1631356126821482,0.0,0.19568572315618532,0.21751134918722326,0,0.95,0.3,ratio,xgboost,13,2.5874534166047405,10.810492041316284,-0.9252623274408078,4.7756944,1.1631356126821482
70,1.1402288889231391,1.1631356126821482,1.0238059396490897,1.2566518381971885,0.23284589854809878,1,0.95,0.3,ppi,xgboost,14,2.5536537622746103,9.469641008543748,-0.019693940680044156,4.833112,1.1631356126821482
71,1.1297670375593911,1.1631356126821482,1.0869511487957833,1.172582926322999,0.08563177752721574,1,0.95,0.3,naive,xgboost,14,2.5536537622746103,9.469641008543748,-0.028688464834990587,4.833112,1.1631356126821482
72,1.115764216958615,1.1631356126821482,0.7293729131851414,1.5021555207320887,0.7727826075469473,1,0.95,0.3,classical,xgboost,14,2.5536537622746103,9.469641008543748,-0.04072731950343812,4.833112,1.1631356126821482
73,1.1384643278433841,1.1631356126821482,1.0216743085197364,1.2552543471670319,0.23358003864729548,1,0.95,0.3,ppi_pp,xgboost,14,2.5536537622746103,9.469641008543748,-0.021211013204103464,4.833112,1.1631356126821482
74,0.12043552353163753,1.1631356126821482,0.0,0.9689142381584289,1.6969574292535827,0,0.95,0.3,ratio,xgboost,14,2.5536537622746103,9.469641008543748,-0.8964561636506705,4.833112,1.1631356126821482
75,1.0512469609132362,1.1631356126821482,0.9357032609701514,1.166790660856321,0.23108739988616955,1,0.95,0.3,ppi,xgboost,15,2.5847172397158453,10.249842144697489,-0.09619570628647575,4.8006907,1.1631356126821482
76,1.1274131564766567,1.1631356126821482,1.0847064588630069,1.1701198540903066,0.08541339522729974,1,0.95,0.3,naive,xgboost,15,2.5847172397158453,10.249842144697489,-0.03071220227116659,4.8006907,1.1631356126821482
77,0.846463572707898,1.1631356126821482,0.4404212761341457,1.2525058692816502,0.8120845931475045,1,0.95,0.3,classical,xgboost,15,2.5847172397158453,10.249842144697489,-0.2722571955681213,4.8006907,1.1631356126821482
78,1.0512469609132362,1.1631356126821482,0.9357032609701514,1.166790660856321,0.23108739988616955,1,0.95,0.3,ppi_pp,xgboost,15,2.5847172397158453,10.249842144697489,-0.09619570628647575,4.8006907,1.1631356126821482
79,0.045259120635458054,1.1631356126821482,0.0,0.2108239870765218,0.3311297328821275,0,0.95,0.3,ratio,xgboost,15,2.5847172397158453,10.249842144697489,-0.9610886983925355,4.8006907,1.1631356126821482
80,1.1010941212239314,1.1631356126821482,0.9875923659461004,1.2145958765017622,0.2270035105556617,1,0.95,0.3,ppi,xgboost,16,2.566548695938066,10.145024159194357,-0.053339860616210856,4.845688,1.1631356126821482
81,1.1159629030593823,1.1631356126821482,1.073052893674394,1.1588729124443706,0.08582001876997669,0,0.95,0.3,naive,xgboost,16,2.566548695938066,10.145024159194357,-0.04055650012640171,4.845688,1.1631356126821482
82,0.8168190282829211,1.1631356126821482,0.40680087256770187,1.2268371839981402,0.8200363114304383,1,0.95,0.3,classical,xgboost,16,2.566548695938066,10.145024159194357,-0.2977439437183371,4.845688,1.1631356126821482
83,1.100030379183403,1.1631356126821482,0.9863869662756501,1.2136737920911558,0.22728682581550563,1,0.95,0.3,ppi_pp,xgboost,16,2.566548695938066,10.145024159194357,-0.05425440749185457,4.845688,1.1631356126821482
84,-0.05240248287645838,1.1631356126821482,0.0,0.015191303596531772,0.1351875729459803,0,0.95,0.3,ratio,xgboost,16,2.566548695938066,10.145024159194357,-1.0450527714095352,4.845688,1.1631356126821482
85,1.0811298199325317,1.1631356126821482,0.9660863549865366,1.1961732848785267,0.2300869298919901,1,0.95,0.3,ppi,xgboost,17,2.533994263519916,8.906128930106316,-0.07050406836096622,4.8501887,1.1631356126821482
86,1.1504678005030753,1.1631356126821482,1.107589565214928,1.1933460357912227,0.08575647057629476,1,0.95,0.3,naive,xgboost,17,2.533994263519916,8.906128930106316,-0.010891087884293523,4.8501887,1.1631356126821482
87,1.1992846854757033,1.1631356126821482,0.8218455952857291,1.5767237756656776,0.7548781803799485,1,0.95,0.3,classical,xgboost,17,2.533994263519916,8.906128930106316,0.03107898373964901,4.8501887,1.1631356126821482
88,1.096594943603794,1.1631356126821482,0.9749014345169407,1.2182884526906474,0.24338701817370678,1,0.95,0.3,ppi_pp,xgboost,17,2.533994263519916,8.906128930106316,-0.057208005973537125,4.8501887,1.1631356126821482
89,0.00137237465567823,1.1631356126821482,0.0,0.004817436123444182,0.006890122935531905,0,0.95,0.3,ratio,xgboost,17,2.533994263519916,8.906128930106316,-0.998820107783895,4.8501887,1.1631356126821482
90,1.1017005910000677,1.1631356126821482,0.9819650920373331,1.2214360899628023,0.23947099792546922,1,0.95,0.3,ppi,xgboost,18,2.5535215299092933,11.547875184551529,-0.052818451272774264,4.8588486,1.1631356126821482
91,1.1295948322933973,1.1631356126821482,1.0866005701695411,1.1725890944172535,0.0859885242477123,1,0.95,0.3,naive,xgboost,18,2.5535215299092933,11.547875184551529,-0.028836517447356845,4.8588486,1.1631356126821482
92,0.9190268033027562,1.1631356126821482,0.48963579497061144,1.348417811634901,0.8587820166642897,1,0.95,0.3,classical,xgboost,18,2.5535215299092933,11.547875184551529,-0.20987132258506466,4.8588486,1.1631356126821482
93,1.1017005910000677,1.1631356126821482,0.9819650920373331,1.2214360899628023,0.23947099792546922,1,0.95,0.3,ppi_pp,xgboost,18,2.5535215299092933,11.547875184551529,-0.052818451272774264,4.8588486,1.1631356126821482
94,-0.13166998066255864,1.1631356126821482,0.0,0.3617577079021952,0.9868553771295077,0,0.95,0.3,ratio,xgboost,18,2.5535215299092933,11.547875184551529,-1.1132026044314236,4.8588486,1.1631356126821482
95,1.0079969702894533,1.1631356126821482,0.8882932400843171,1.1277007004945896,0.2394074604102725,0,0.95,0.3,ppi,xgboost,19,2.555854356911343,10.22174909840599,-0.1333796684592528,4.7593336,1.1631356126821482
96,1.0932496034346777,1.1631356126821482,1.0507216024108628,1.1357776044584926,0.08505600204762986,0,0.95,0.3,naive,xgboost,19,2.555854356911343,10.22174909840599,-0.06008414537864237,4.7593336,1.1631356126821482
97,0.7207240957360448,1.1631356126821482,0.31494693816675745,1.126501253305332,0.8115543151385746,0,0.95,0.3,classical,xgboost,19,2.555854356911343,10.22174909840599,-0.38036107924330387,4.7593336,1.1631356126821482
98,1.0079969702894533,1.1631356126821482,0.8882932400843171,1.1277007004945896,0.2394074604102725,0,0.95,0.3,ppi_pp,xgboost,19,2.555854356911343,10.22174909840599,-0.1333796684592528,4.7593336,1.1631356126821482
99,-0.10839640852288732,1.1631356126821482,0.0,0.10083768784692099,0.4184681927396166,0,0.95,0.3,ratio,xgboost,19,2.555854356911343,10.22174909840599,-1.093193267698965,4.7593336,1.1631356126821482
100,1.1945154794981183,1.1631356126821482,1.0801179316815785,1.308913027314658,0.22879509563307954,1,0.95,0.3,ppi,xgboost,20,2.5811719426233553,9.098020130468637,0.0269786828584926,4.851635,1.1631356126821482
101,1.1188131147106606,1.1631356126821482,1.0759307883463018,1.1616954410750193,0.08576465272871747,0,0.95,0.3,naive,xgboost,20,2.5811719426233553,9.098020130468637,-0.03810604497723315,4.851635,1.1631356126821482
102,1.0825721077420227,1.1631356126821482,0.7067188136182003,1.4584254018658451,0.7517065882476448,1,0.95,0.3,classical,xgboost,20,2.5811719426233553,9.098020130468637,-0.06926406866207882,4.851635,1.1631356126821482
103,1.1820205320255184,1.1631356126821482,1.066482509063684,1.2975585549873527,0.2310760459236687,1,0.95,0.3,ppi_pp,xgboost,20,2.5811719426233553,9.098020130468637,0.016236214537204554,4.851635,1.1631356126821482
104,-0.09076408311020472,1.1631356126821482,0.0,0.04118504693315524,0.2638982600867199,0,0.95,0.3,ratio,xgboost,20,2.5811719426233553,9.098020130468637,-1.0780339645012726,4.851635,1.1631356126821482
105,1.0702898051116603,1.1631356126821482,0.9521871605328579,1.1883924496904625,0.23620528915760464,1,0.95,0.3,ppi,xgboost,21,2.571057352289236,11.165202697183968,-0.07982371664847304,4.7919774,1.1631356126821482
106,1.105387293837906,1.1631356126821482,1.0626874107746325,1.1480871769011793,0.08539976612654687,0,0.95,0.3,naive,xgboost,21,2.571057352289236,11.165202697183968,-0.04964882702806833,4.7919774,1.1631356126821482
107,0.9171151280403125,1.1631356126821482,0.48877659587571215,1.3454536602049127,0.8566770643292005,1,0.95,0.3,classical,xgboost,21,2.571057352289236,11.165202697183968,-0.21151487578866357,4.7919774,1.1631356126821482
108,1.0702898051116603,1.1631356126821482,0.9521871605328579,1.1883924496904625,0.23620528915760464,1,0.95,0.3,ppi_pp,xgboost,21,2.571057352289236,11.165202697183968,-0.07982371664847304,4.7919774,1.1631356126821482
109,0.1885612530244145,1.1631356126821482,0.0,0.8842131279465745,1.39130374984432,0,0.95,0.3,ratio,xgboost,21,2.571057352289236,11.165202697183968,-0.8378854099483729,4.7919774,1.1631356126821482
110,1.1610418708920889,1.1631356126821482,1.0498876326010922,1.2721961091830856,0.22230847658199338,1,0.95,0.3,ppi,xgboost,22,2.608365399175343,11.399347530430578,-0.0018000839861064748,4.824998,1.1631356126821482
111,1.1664151006686272,1.1631356126821482,1.1235777754433711,1.2092524258938833,0.08567465045051215,1,0.95,0.3,naive,xgboost,22,2.608365399175343,11.399347530430578,0.0028195233218907775,4.824998,1.1631356126821482
112,1.1148894210679867,1.1631356126821482,0.689948573834794,1.5398302683011793,0.8498816944663853,1,0.95,0.3,classical,xgboost,22,2.608365399175343,11.399347530430578,-0.041479420875874896,4.824998,1.1631356126821482
113,1.1610418708920889,1.1631356126821482,1.0498876326010922,1.2721961091830856,0.22230847658199338,1,0.95,0.3,ppi_pp,xgboost,22,2.608365399175343,11.399347530430578,-0.0018000839861064748,4.824998,1.1631356126821482
114,0.013900727624423844,1.1631356126821482,0.0,0.05459017876431478,0.08137890227978187,0,0.95,0.3,ratio,xgboost,22,2.608365399175343,11.399347530430578,-0.988048919255108,4.824998,1.1631356126821482
115,1.1863702257719615,1.1631356126821482,1.0632488492637016,1.3094916022802214,0.24624275301651988,1,0.95,0.3,ppi,xgboost,23,2.5702884747055035,10.215217213285552,0.01997584188505343,4.78958,1.1631356126821482
116,1.1447860674490709,1.1631356126821482,1.102119097040693,1.1874530378574486,0.0853339408167555,1,0.95,0.3,naive,xgboost,23,2.5702884747055035,10.215217213285552,-0.015775929335328252,4.78958,1.1631356126821482
117,1.0041965744843733,1.1631356126821482,0.5898698561865308,1.4185232927822158,0.828653436595685,1,0.95,0.3,classical,xgboost,23,2.5702884747055035,10.215217213285552,-0.13664703966140912,4.78958,1.1631356126821482
118,1.1863702257719615,1.1631356126821482,1.0632488492637016,1.3094916022802214,0.24624275301651988,1,0.95,0.3,ppi_pp,xgboost,23,2.5702884747055035,10.215217213285552,0.01997584188505343,4.78958,1.1631356126821482
119,0.08737079318089763,1.1631356126821482,0.0,0.2159099778782233,0.25707836939465134,0,0.95,0.3,ratio,xgboost,23,2.5702884747055035,10.215217213285552,-0.9248833994692813,4.78958,1.1631356126821482
120,1.1584234455313995,1.1631356126821482,1.0317438203551115,1.2851030707076876,0.2533592503525761,1,0.95,0.3,ppi,xgboost,24,2.587066936274028,10.799713429267246,-0.004051262036317967,4.815168,1.1631356126821482
121,1.1597523368857343,1.1631356126821482,1.1169728395692309,1.2025318342022377,0.08555899463300687,1,0.95,0.3,naive,xgboost,24,2.587066936274028,10.799713429267246,-0.0029087543701049033,4.815168,1.1631356126821482
122,1.0492855496980245,1.1631356126821482,0.6344228013561501,1.4641482980398988,0.8297254966837486,1,0.95,0.3,classical,xgboost,24,2.587066936274028,10.799713429267246,-0.09788201972561877,4.815168,1.1631356126821482
123,1.1584234455313995,1.1631356126821482,1.0317438203551115,1.2851030707076876,0.2533592503525761,1,0.95,0.3,ppi_pp,xgboost,24,2.587066936274028,10.799713429267246,-0.004051262036317967,4.815168,1.1631356126821482
124,0.02459649935490181,1.1631356126821482,0.0,0.07825166699026243,0.10731033527072123,0,0.95,0.3,ratio,xgboost,24,2.587066936274028,10.799713429267246,-0.9788532832399628,4.815168,1.1631356126821482
125,1.0637098147035802,1.1631356126821482,0.9523926512241537,1.1750269781830067,0.222634326958853,1,0.95,0.3,ppi,xgboost,25,2.591969415305888,10.074515085609121,-0.0854808303472849,4.8504,1.1631356126821482
126,1.1469653153768393,1.1631356126821482,1.1040493468946033,1.1898812838590753,0.085831936964472,1,0.95,0.3,naive,xgboost,25,2.591969415305888,10.074515085609121,-0.013902331876865777,4.8504,1.1631356126821482
127,1.3894319474071666,1.1631356126821482,0.9881693617655146,1.7906945330488186,0.802525171283304,1,0.95,0.3,classical,xgboost,25,2.591969415305888,10.074515085609121,0.19455713698180674,4.8504,1.1631356126821482
